Number of Elements,Differance of Expected and Counted
1217,2.4636470487524122
1222,2.45613473852456
1227,2.4610288569225465
1232,2.4517692046731527
1237,2.463360155430514
1242,2.4584344306580643
1247,2.456947390842627
1252,2.4510047026962156
1257,2.4550937578303507
1262,2.4563405860978134
1267,2.45483087747652
1272,2.45269779637916
1277,2.4507417850977817
1282,2.4529676269096563
1287,2.4430936339260554
1292,2.452537987574729
1297,2.4489211317416046
1302,2.4469320567253683
1307,2.4465346757245454
1312,2.4499963158992095
1317,2.4501241692362274
1322,2.4428397685228416
1327,2.4408609017701965
1332,2.4424903023512594
1337,2.4412190731778916
1342,2.4383549777236717
1347,2.437537794544412
1352,2.4421012066814973
1357,2.4390525273906922
1362,2.4334554014000505
1367,2.4362358699147886
1372,2.4360432695896757
1377,2.4348126930586096
1382,2.4283140487399972
1387,2.4280583928093895
1392,2.430212481150711
1397,2.427093165975461
1402,2.427917299134611
1407,2.4246017660266994
1412,2.424631303405218
1417,2.420854133414667
1422,2.4274432343357937
1427,2.4202748522799316
1432,2.4178064722040835
1437,2.4208377281219002
1442,2.4173447621378816
1447,2.416857744893685
1452,2.416169804894787
1457,2.4170078925769714
1462,2.413383786212097
1467,2.410001667289084
1472,2.412408124236268
1477,2.4090967380522543
1482,2.4078646959787267
1487,2.4069300287667694
1492,2.4092609837027203
1497,2.4037099255556056
1502,2.403205955071372
1507,2.403880829951124
1512,2.4051642968125986
1517,2.398549086806091
1522,2.4030631826058513
1527,2.3928073042248563
1532,2.3927951435667065
1537,2.398651121573368
1542,2.393705508809231
1547,2.3974964785982693
1552,2.3976973493693046
1557,2.3943237318250112
1562,2.3914481407529946
1567,2.388882043553013
1572,2.393996920048539
1577,2.3852544164200093
1582,2.3870249934773726
1587,2.390635761580673
1592,2.3866185393104433
1597,2.3871275128162672
1602,2.384933789963385
1607,2.38369322417858
1612,2.3843922211408093
1617,2.3830600058678435
1622,2.3785947413320088
1627,2.3806244797003613
1632,2.3764285069614095
1637,2.380800806215444
1642,2.377175482528295
1647,2.372709213574402
1652,2.3755629517880292
1657,2.372770274164642
1662,2.37217920259087
1667,2.3698742942930147
1672,2.3666402455420252
1677,2.36719230848187
1682,2.3708482894658887
1687,2.3656586969854394
1692,2.366887930509094
1697,2.3677359083507272
1702,2.3654168057102276
1707,2.3646077977044198
1712,2.3643868338758414
1717,2.36034640359894
1722,2.35863361312626
1727,2.3632540101331516
1732,2.3613361037509195
1737,2.359518432926393
1742,2.355745039803304
1747,2.3531021118006628
1752,2.353403213714117
1757,2.352718165142837
1762,2.3563611099068984
1767,2.349404787869624
1772,2.3502047804432205
1777,2.350506881842686
1782,2.344688352342588
1787,2.3419706554141055
1792,2.346559657945252
1797,2.3414569066571915
1802,2.338400865978231
1807,2.33988625177349
1812,2.3377965482249814
1817,2.3396702958301745
1822,2.337405805064584
